Title,Address,Bedrooms,Bathrooms,Rent,Square Footage,Availability,Amenities
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",1 Bed,1 Bath,"$2,370 - 3,675",731 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,175 - 4,670","1,197 Sq Ft",Available Now,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,215 - 4,425","1,197 Sq Ft",Available Now,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$2,965 - 4,465","894 - 1,204 Sq Ft",Aug 5,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$2,965 - 4,425","1,204 Sq Ft",Aug 5,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,005 - 4,465","1,204 Sq Ft",Aug 12,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,690 - 3,375","1,027 - 1,204 Sq Ft",Aug 20,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,700 - 3,330","1,027 Sq Ft",Aug 20,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,915 - 3,545","1,023 Sq Ft",Aug 20,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,915 - 3,545","1,023 Sq Ft",Aug 20,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,195 - 4,655","1,197 Sq Ft",Aug 21,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,725 - 3,355","1,027 Sq Ft",Aug 22,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,175 - 4,635","1,197 Sq Ft",Aug 24,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",3 BRs,2 Baths,"$3,210 - 4,670","1,197 Sq Ft",Aug 24,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,2 Baths,"$2,745 - 3,375","1,027 Sq Ft",Aug 25,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
Willow Springs,"60 Willow Springs Ln, Santa Barbara, CA 93117 – Santa Barbara Municipal Airport",2 BRs,1 Bath,"$2,485 - 3,330",894 Sq Ft,Sep 9,"BBQ/Picnic Area, Bike Fixit Station, Bike Racks, Cable Ready, Carpeting, Ceiling Fan, Clubhouse available for party rental, Contemporary Laminate Wood-Style Flooring*, Dishwasher, Disposal, Double pane windows and doors, Efficient Appliances, Firepit, Fitness Trail, Free Washer/Dryer With 12 Month Lease!, Furnished Gas Range, Green Building, Heated Pool, High Ceilings, High Speed Internet Access, Hot Tubs, Large Closets, Media Room, Microwave, Nature Preserve, Non-Smoking Community, Outdoor Fitness Trail, Patio/Balcony, Recycling, Refrigerator, Spanish Speaking Staff, Stainless Steel Appliances*, W/D Hookup, Wetlands, Window Coverings, $300 Deposit, 2 Pet Limit, 2 Pet Limit, Built in 2003, 335 Units/2 Stories, Furnished, 12, Wi-Fi at Pool and Clubhouse, Laundry Facilities, Maintenance on site, 24 Hour Availability, Furnished Units Available, Recycling, Planned Social Activities, Car Charging Station, Business Center, Clubhouse, Breakfast/Coffee Concierge, Corporate Suites, Courtyard, Balcony, Patio, Deck, Yard, Grill, Fitness Center, Spa, Pool, Playground, High Speed Internet Access, Washer/Dryer - In Unit, Washer/Dryer Hookup, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Stainless Steel Appliances, Pantry, Eat-in Kitchen, Kitchen, Microwave, Oven, Range, Refrigerator, Hardwood Floors, Carpet, Dining Room, Vaulted Ceiling, Views, Walk-In Closets, Furnished, Double Pane Windows, Window Coverings, Property Manager on Site"
